image_path,folder_name
/mnt/c/intern_project/images/bacterial_leaf_blight/101469.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106861.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106339.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107907.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107104.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108796.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100289.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109219.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102841.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105291.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103629.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100649.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101530.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101886.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108396.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106624.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104494.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109975.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109775.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103637.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108855.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106713.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101658.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106142.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100622.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100541.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104401.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107296.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107251.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108765.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105521.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103319.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107274.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100733.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106812.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102475.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103500.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103606.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103107.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100516.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106811.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101176.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104776.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105823.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108265.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100268.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103615.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102935.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/103056.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108974.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106089.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106916.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100998.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101798.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108129.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108039.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104691.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/110277.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100635.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107761.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104438.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108883.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101647.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107594.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109021.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102314.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105948.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101995.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104535.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107284.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/108976.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109115.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105209.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104439.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/105250.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/104605.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106419.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107904.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101818.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/109666.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102560.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100956.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101767.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/102353.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/101812.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/107472.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/110022.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100162.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/106510.jpg,bacterial_leaf_blight
/mnt/c/intern_project/images/bacterial_leaf_blight/100126.jpg,bacterial_leaf_blight
